Word;EN title;EN Indication;EN Definition
kurû;kurû  [LUGUD2 : ]  (st. abs. kuri, f. kurītu);"short ; subst. : short person, dwarf, midget ;";Cf. karû
kurummutu;kurummutu;[Animals → Domestic];"a barley ration ;"
kurunnu;kurunnu;[Feeding → Drink];"date wine , date beer ;"
kuruppu;kuruppu;[Measures → Capacity];"basket ;"
kurussu;kurussu  ();"1) a leather strap ; 2) a band of copper ;";Cf. karāsu
kurûtu;kurûtu;"brevity ;";
kūsāiu;kūsāiu;[Humanities → Geography → Countries];"(noun and adjective) : Ethiopian ; meluḫḫāiu : (noun and adjective) Ethiopian ;"
kusāpu;kusāpu  (n.);[Feeding → Food];"[PAD : ] crumb of bread ; [NINDA.MEŠ : ] bread"
kusarakku;kusarakku;[Animals → Wild];
kusarikku;"kusarikku  [GU4.A.LIM : , GU4.ALIM : ]  (n. ; )";[Animals → Wild];bison, wild buffalo
kusītu;kusītu;[Clothing];"robe , gown , dress , mantle , flowing garment ;"
kuspē;kuspē;[Country → Agriculture];"bran ;"
kuspu;kuspu  [PAD : ];[Feeding];"1) : a crumb , scraps of bread ; 2) : [NINDA.MEŠ : ] : bread ;"
kussimtu;kussimtu;[Animals → Reptiles];
kussiu;kussiu;[City → Hotel];chair
kussû;kussû  [GIŠ.GU.ZA : ]  (n.);chair, throne;Comparison with other Semitic languages :
kusup dišpi;kusup dišpi;[Nature];"wax ;"
kuṣā ' u;kuṣā ' u  ();"liquid, drink ... : spillage (?) ;";Cf. kuṣṣû
kuṣīmu;kuṣīmu;[Animals → Reptiles];
kuṣṣu;kuṣṣu;[Time];
kuṣṣu;kuṣṣu;[Sky → Climate];
kuṣṣû;kuṣṣû;[Feeding → Drink];"D : to tilt a bowl for libation ;"
kuṣṣuru;kuṣṣuru  ();"entirely knotted ;";Cf. kaṣāru, kiṣṣuru
kūṣu;kūṣu  [EN.TE.NA : , EN.TE.EN.NA : , ŠED7 : ];[Sky → Climate];"1) coldness , cold temperature , cold weather , winter ; 2) chill, shivering ; ina kūṣu kūṣu ibšši : there will be a cold weather in the winter , we are bound to have a cold winter ;"
kūṣû;kūṣû  ();[Country → Agriculture];"1) vegetable, sheep ... : winter's , of the winter ; 2) : winter stores ;"
kuṣurtu;kuṣurtu;[Art];"a necklace clasp ;"
kušariḫḫu;kušariḫḫu  ();[Animals → Wild];
kušīru;kušīru;success , profit;See also : kašdu, kašāru, kišru
kuškugalû;"kuškugalû  [KUŠ.GU4.GAL : ]  (n. ; )";[Art → Music];drum (skin of a great ox)
kuššu *;kuššu *;to expand;
kuššudu;kuššudu;"chased off / pursued / hounded ;";Cf. kašādu, Kāšidūti
kuštāru;kuštāru;[City → Hotel];"a tent ; bīt ṣēri kuštāru šarrūtišu : desert house, his royal tent ; (Aḫlamû) šūt kuštāru : the people (living in) tents / nomadic ""Aḫlamu"" ; (note) : the name ""Aḫlamû"" is the closest to (and has been translated as such) ""Arameans"", actually it seems that the ""Aḫlamû"" were (Semitic) nomads living among urbanized Semites called ""AMURRUM"" [MAR.TU : ] whose name means ""westerners"" / living west (from us) . As far as we know the word ""Aramean"" has a biblical / Hebraic origin but not an Akkadian one. 2) : Kuštārātum : (personal name) ;"
kušû;"kušû  [KÚ.ŠU : ]  (Sumerian origin ; literary ;)";[Animals → Wild];"1) : a crab ; 2) a crocodile (?) ; 3) a shark (?) ;"
kūšu;"kūšu  ( ; Sumerian origin)";"skin ;";
kušurrā ' um;kušurrā ' um  ();[Legal];"restitution ; šībūtkušurra ' um : witnesses to reestitution ;"
kutāḫu;kutāḫu;[Army → Weapons];lance
kutāḫu;"kutāḫu  (n. m. ; pl. m. & f. ; )";[Army → Weapons];"a spear , a lance ;"
kutal šatti;kutal šatti;[Time];"the end of the year ;"
kutallānu *;kutallānu *;backward;See also : pānu, arkatu *, urkītu, kutallu
kutallu;kutallu;[Army];back , rear , reserves
kutīmu;kutīmu  [KÙ.DÍM : , KÙ.DIM : ];[Professions];goldsmith
kutmu;kutmu  [DUL : ]  ();"1) a cover , a covering ; kutmu libbi : stomach tissue of an animal ; 2) see also tillē : a mask ;";Cf. kuttumu, katāmu
kuttimmatu;kuttimmatu  ();[Professions];"a female charcoal-burner ;"
kuttimmu;kuttimmu;[Country → Plants];
kuttimmu;kuttimmu  ();[Professions];"a charcoal-burner ;"
kuttimu , ṣarrapu;kuttimu , ṣarrapu;[Professions];goldsmith , jeweler
kuttutu;kuttutu;= ḫuttutu ?;
kutu ' ātum;kutu ' ātum;[Trade];
kūtu;kūtu  (feminine);[Feeding → Cooking];a vessel for wine , beer , and oil. A can
kutummu;kutummu;[Army → Weapons];"sword ... : a sheath , a scabbard , the case of a weapon ;"
kutūtum;kutūtum  ();[Trade];"loan ... : a security , an object slave, tool ... distrained (?) ; plural : kutu ' ātum : securities ;"
kuzallu;kuzallu;[Time → Month];"1) : the eleventh / third (?) month ; 2) (also) a shepherd ;"
kuzbānu *;kuzbānu *;attractive , having sex-appeal , charming;See also : kuzbu, kazābu, kuzubtu
kuzbānu;kuzbānu;[Human being];"sexy / having sex-appeal , aphrodisiac (?) ;"
kuzbu;"kuzbu  [ḪI.LI : ]  (n. ; ; can be used for a field, water, a temple)";[Human → Body];"1) charm , charisma , allure , attractiveness , good looks , seductiveneness / sex-appeal , the charms of a woman / a goddess ; 2) female genitalia , vagina / cunt / pussy ; 3) sexual potency of a man , sexuality ;"
kuzippu;kuzippu  (n., );[Clothing];"garment , clothes , suit , costume , garb , cloak ; bēt kuzippi : container / chest (?) for cloaks , closet , wardrobe ; ša-kuzippēšu : a dressmaker , a taylor ;"
kuzubtu;kuzubtu;[Moral life → Will];": seduction ;"
kuzzalû;kuzzalû;[Government];
lā (...) qabû;lā (...) qabû;[Human → Speech];"to deny ;"
lā , nību * , nīpu * , mīnu;lā , nību * , nīpu * , mīnu;no , not;Comparison with other Semitic languages :
lā ... šina;lā ... šina;"(they) are not ... ;";Cf. laššu
lā ... šunu;lā ... šunu;;→ lā ... šina
lā ṭābu;lā ṭābu;[Moral life → Fault];"unfavourable , unfavorable , disadvantageous , critical , inappropriate (?) , inauspicious (?) ;"
lā akī;lā akī;"unlike / different from , dissimilar from ;";See also : lā mušlu, šitnû, lā akī
lā ālidu;lā ālidu;[Science → Natural sciences];"barren , sterile ;"
lā ālidūtu;lā ālidūtu;[Human → Disease];"sterility / barrenness , incapacity to produce offspring ;"
lā āliku;lā āliku;[Transport];"motionless / still / at a standstill , stationary / not moving ;"
lā amru;lā amru;[Human → Senses];"unforeseen , unexpected , unanticipated , unpredicted (?) ;"
lā āniḫu;lā āniḫu;"unflagging , tireless , indefatigable , dogged (?) , steadfast (?) / unwavering (?) ;";See also : lā nāritu
lā bābil pāni;lā bābil pāni;[Moral life → Feelings];"merciless , pitiless , ruthless , unforgiving , hard-hearted / heartless (?) , unmerciful , cruel (?) / barbarous (?) , relentless , harsh , callous (?) , unsparing (?) , severe (?) ;"
lā bašlu;lā bašlu;[Country → Fruits];"unripe ;"
lā būštu;lā būštu;"infamy , notoriety / bad reputation / disrepute ;";Cf. bīšu (2)
la gāmilu *;la gāmilu *;thankless;
lā gāmilu;lā gāmilu;[Moral life → Conscience];"grim , remorseless , feeling no guilt , relentless / implacable/ ruthless / callous / unmerciful ;"
lā gamru;lā gamru;[Industry];"unfinished ;"
lā gitmālu;lā gitmālu;[Industry];"imperfect , flawed , faulty / failing , defective , not ideal ;"
lā ḫakāmu;lā ḫakāmu;[Moral life → Intelligence];"to misunderstand , to get wrong / to misapprehend , not to understand right , to fail to interpret correctly , to misinterpret ;"
lā ḫanšūtu;lā ḫanšūtu;[Government];"independence ;"
lā ḫasās amāti;lā ḫasās amāti;[Human → Disease];"amnesia ;"
lā ḫasisu;lā ḫasisu;[Moral life → Conscience];"forgetful , heedless , oblivious , thoughtless , tactless , remiss , inconsiderate ;"
lā ḫāsisu;lā ḫāsisu;[Moral life → Fault];"forgetful , heedless , oblivious , thoughtless , unconscious , remiss , inconsiderate ;"
lā ḫassu;lā ḫassu;[Moral life → Intelligence];"witless , foolish , nitwitted , brainless , idiotic ;"
lā ḫītu*;lā ḫītu*;"harmless ;";Cf. ḫiṭu
lā kāribu;lā kāribu;[Moral life → Fault];"ungrateful , unthankful ;"
lā kēnu;lā kēnu;[Legal];"illegitimate , unlawful , groundless (?) , illicit (?) , bastard (?) / illegitimate -child- (?) , false ;"
lā kēttu dabābu;lā kēttu dabābu;[Moral life → Fault];"to misinform , to misguide / to mislead , to misdirect , to give wrong information to , to delude , to take in / to deceive , to lie to , to fool , to hoodwink , to lead astray , to throw off the scent , to send on a wild goose chase , to put on the wrong track , to take for a ride ;"
lā kēttu;lā kēttu;[Moral life → Fault];"falsehood , untruth , a lie ;"
lā kunnu;lā kunnu;"unestablished ;";
lā kušīri;lā kušīri;[Industry];"useless ;"
lā lamdu;lā lamdu;[Moral life → Conscience];"1) : without experience , inexperienced ; virgin : lā lamittu : inexperienced , innocent ; 2) innocent ;"
lā māgiru;lā māgiru;"discordant , dissident , disobedient , unobliging , uncooperative , irreconcilable , loath , unwilling ;";Cf. māgiru, magru
lā maḫār;lā maḫār;[Army → War];"irresistible , unopposable , unstoppable (?) ;"
lā mammāna *;lā mammāna *;no-one , nobody;
lā manê * , lā mīni * , lā nībi;lā manê * , lā mīni * , lā nībi;numberless;See also : minūtu, nību *, nīpu
lā matār;lā matār;no further ! , that's enough ! , don't exagerate !;
lā mešīmānu+;lā mešīmānu+;harmless;
lā mimma;lā mimma;"nothing , zero ; [lā memmēni] / [memmēni lā]: nothing at all , nothing whatever , zilch ;";
lā mīnānu;lā mīnānu;[Measures];"vague , not precisely measured ;"
lā mitluku;lā mitluku;[Moral life → Intelligence];"inconsiderate , ill-advised , lacking caution / crazy / rash / reckless (?) ;"
la mūdânūtu;la mūdânūtu;[Moral life → Will];"ignorance / unawareness ;"
lā mūdû abiti;lā mūdû abiti;[Moral life → Intelligence];an ignorant , an unlettered person (?) , an ignoramus (?) , an uncultivated person (?)
lā mūdû;lā mūdû;[Moral life → Conscience];"unaware , not knowing , unexperienced , stupid , ignorant ; ina lā mūdânūti : unawares ;"
lā mupparkû;lā mupparkû;unfailing , without fault / error ,;Cf. naparkû
lā mušlu;lā mušlu;"unlike , distinct from , dissimilar from ;";See also : lā mušlu, šitnû, lā akī
lā muštālu;lā muštālu;[Moral life → Conscience];"imprudent , lacking caution , ill-advised , rash ;"
lā nāṭilu;lā nāṭilu;[Human → Senses];unseeing , sightless , blind ,
lā naṭû;lā naṭû;"1) impossible , not possible ; 2) inadequate , unsuitable , unfeasible , unfitting ;";Cf. naṭû (2)
lā naparkû;lā naparkû;"ceaseless , incessant , non-stop , continuous ;";Cf. naparkû
lā nāritu;lā nāritu;[Moral life → Will];"unflinching , stoic , courageous , resolute , determined , unshakable ;"
lā naṣru;lā naṣru;[Army → Military];"unguarded , without protection , defenseless , unprotected , unattended ;"
lā nāš kakki;lā nāš kakki;[Army → Peace];"unarmed / disarmed / without any weapon ;"
lā naṭālu;lā naṭālu;[Human → Senses];"blindness ; lā nāṭilu : (adjective) unseeing , sightless , blind ;"
lā pādû;lā pādû;[Moral life];"unforgiving / inclement , cold-blooded , heartless , inclement , inexorable / impossible to persuade , grim , remorseless , unrelenting , ruthless , callous , unfeeling / insensitive / cold ;"
lā pārisu;lā pārisu;"indiscriminate , nonselective / unselective ;";Cf. pārisu
lā parsu;lā parsu;[Measures];"vague / not precisely defined ;"
lā qēpu;lā qēpu;[Moral life → Intelligence];"1) person : doubtful , suspicious , dubious , incredulous / wary to be deceived ; 2) story : incredible , unbelievable , tall story ;"
lā qiptu;lā qiptu;"a misgiving , a doubt / a feeling of doubt , a scruple / a qualm ;a concern /";
lā qurbu;lā qurbu;[Human → Speech];"1) not near / not in the vicinity , awaqy from reach / out of reach , unavailable ; 2) irrelevant , unconnected , not pertinent ;"
lā raksu;lā raksu;"unattached / free of movement ;";
lā rāš tašīmti;lā rāš tašīmti;[Moral life → Intelligence];"half wit , imbecile / idiot / fool ;"
lā salmu;lā salmu;[Moral life → Feelings];"unfriendly , hostile , not at peace , not peaceful / aggressive ;"
lā simāti;lā simāti;"unfit , unsuitable (?) / not up to task (?) ;";
lā ṣaḫātu;lā ṣaḫātu;[Moral life → Feelings];"apathy , indifference , lack of interest , listlessness , lack of enthusiasm (?) ;"
lā ṣāḫitu;lā ṣāḫitu;[Moral life → Feelings];"apathetic , lackadaisical , indifferent , listless , lacking enthusiasm (?) ;"
lā šalāmu;lā šalāmu;[Moral life → Fault];"an incorrect behaviour / demeanour / conduct ;"
lā šalmu;lā šalmu;[Moral life → Fault];"1) insincere , two-faced , disingenuous , double-dealing , devious ; 2) precarious , unsafe , unfounded , unwarranted , unreliable ; 3) unhealthy ; 4) insolvent (?) ;"
lā šanān;lā šanān;"unmatched , unrivaled / peerless / unsurpassed , non-such , incomparable , unparalleled , unique ;";
lā šēmû;lā šēmû;[Human → Senses];"deaf , hard of hearing , who cannot hear , deprived of hearing ;"
lā šitqulu;lā šitqulu;[Measures → Weight];"unbalanced , lopsided (?) ;"
lā tēbû;lā tēbû;[Human → Disease];incurable
lā ṭābu *;lā ṭābu *;"useless , to no purpose / to no avail / not good ;";Cf. ṭābu, šāru
lā ṭūb libbi;lā ṭūb libbi;[Moral life → Feelings];"dissatisfaction , discontent , displeasure , unhappiness , annoyance , disaffection (?) , malcontent , seethe (?) ;"
lā ṭūb šīri;lā ṭūb šīri;[Human → Disease];"bad health ;"
lā unnubu *;lā unnubu *;[Country → Fruits];fruitless
lā watār;lā watār;"that's enough / enough is enough ! , no exageration , do not overdo it ;";Cf. lā matār, watār, watartu
la ' ā ' u;la ' ā ' u  ();;→ le ' û
la ' āšu;la ' āšu;[Human → Hygiene];to dirty , to defile
lā ' ittu;lā ' ittu;;→ lē ' û
lā ' ium;lā ' ium;;→ lē ' û
la ' û;la ' û;"(Š) : to enable , to facilitate , to empower , to make able , to turn on a feature + ;";See also : maṣû
lā;lā;nor;
laʾāʾu;laʾāʾu  ();;→ leʾû
labābu *;labābu *;[Moral life → Feelings];to rage , to enrage (N) to become furious
labāku;labāku;to moisten (D) to soak;Cf. lubku, lubkēti
labān appi;labān appi;[Moral life → Feelings];"humble prayer , humility , prostration * , adoration ;"
labān appu;labān appu;[Human being];"a gesture of prostration ;"
labānu (2);labānu (2)  [KIR4.ŠU.GÁL : ];[Human → Body];"to stroke especially the nose appu : a gesture of submission,humility ; appu labānu : to adore , to worship , to bow down to , to beg humbly , to exhibit humility ;"
labānu;labānu;[City → Buildings];"to spread out mud to make bricks , to mould bricks ; libittam labānu : to make bricks ; agurra labānu : to make baked bricks ; D : : to cover with bricks , to brick over ; D : : to cover / to reinforce with brickwork ;"
labânu;labânu;[Human → Body];
labar ūmē;labar ūmē;[Time];"1) a long duration , a long time ; 2) longevity ; 3) distant future ;"
labār ūmī;labār ūmī;[Time];long duration , longevity , distant future
labāriš ūmē *;labāriš ūmē *;in days to come , with the passage of time;See also : labāriš, labāru
labāriš;labāriš;to old age;See also : labāriš, labāriš ūmē *, labāriš alāku, labāru
labāriš alāku *;labāriš alāku *;to become old , to become decrepit , to become dilapidated;See also : labāriš, labāriš ūmē *, labāriš alāku, labāru
labāru;labāru  [TIL : ]  (vb. i/i);"G. to be old, long-lasting ; to become old ; to last long D. to make long-lived Dt. to be allowed to live long ; to reach old age Š. to allow to live long , to prolong ; to become old, dilapidated";See also : labāriš, labāriš ūmē *, labāriš alāku
labāšu (N);labāšu (N);[Clothing];to clothe oneself , to get dressed
labāšu;labāšu  [TÚG : ]  (vb. a/a, SB i/i);G. to put on, wear Gt. to clothe oneself with (+acc.) D. to clothe s.o. (+acc.) with sth. (+acc.) Dt. to clothe oneself with, put on sth. Š. to clothe (metaphorically);Cf. lubussu, lubšu, lubbušu, labassu, talbuštu, talbīšum
lābatu;lābatu  ();[Animals];lioness
labbānātu;labbānātu;;→ kalbānātu
labbatu;labbatu;[Animals];
labbiš *;labbiš *;like a lion;See also : labbu
labbu ā*;"labbu ā*  (""nourriture"")";sweetbread;
labbu;labbu  ();[Animals];
labbu;labbu  ();weak;
labbunu;labbunu;a stand or pedestal;
labbutu *;labbutu *;[Animals];lioness
labertu;labertu;;→ labirtu
labiānu;labiānu  [SA.GÚ : ]  ();[Human → Body];"the neck ;"
lābinu;lābinu  ();[Professions];brick-maker
labīriš;labīriš  ();[Time];ištu, ina labīriš for a long time
labirtu;"labirtu  (n. f. ; )";"long-standing property ; old debt ; earlier time";Cf. labāru
labīru;labīru  (n.);"past, former time ; kīma labīri as in the past ; ina labīri in the past";Cf. labāru
labīru;labīru  [LIBIR : , TIL : ]  (f. labīrtu, labīštu);"old ; previous, former ; old-established ; kīma labīrīšu according to its original (of a tablet)";Cf. labāru
labīrūtu;"labīrūtu  (n. pl. ; )";"old age ; labīrūti alāku to get old, dilapidated";Cf. labāru
labittu;labittu;[Industry];"feminine of labnu : flat , spread flat ;"
labītu;labītu  ();[Army → Military];"(sentinel / guard / watchman) : labītu ilabbi : makes the round ;"
labku;labku  ();supple (bow), moist (plaster), tender (meat);Cf. labāku
lablābu;lablābu;[Feeding → Cooking];sweet bread
Labnāna;Labnāna;[Humanities → Geography → Countries];"Phoenicia , Lebanon ;"
labnu;labnu  ();[Industry];"masculine : flat nose , spread flat ; molded brick ; feminine : labittu ; 2) : a kind of basket ; 3) : weapons : a throwstick , = libnu ;"
labru;labru  ();;→ labīru
labtu;"labtu  [ŠE.SA.A : ]  (n. f., pl. labātu ; )";[Country → Plants];parched grain
labû (2);labû (2);"1) to go round , to circumvent , to circumambulate , to circle , to get around , to get round , to besiege , to surround , to encircle ; 2) to fence in , to wrap up , to veer , to fence , to hedge ; 3) adjective : besieged , surrounded ;";Cf. lawû (2)
labû (3);labû (3);"to accompany , to escort ;";Cf. libītu
labû C *;labû C *;"dog, pig ... : to howl , to whine , to squeal , mouse ? : to squeak , sick person : to cry out , door : to creak ; zubbi labê : a kind of fly ;";See also : šisīt nāgiri *, šisītu, ṣarāḫu B, ragāmu, killu, nazāqu, šegû
labʾu;labʾu  ();[Animals];
labû;"labû  (vb. u/u, i/i ; )";[Animals];"1) to howl, to whine, to cry out, to groan ; 2) to baa, to to bellow , to bleat , to hiss , to howl , to hum , to hiss , to squeal ;"
lābu;lābu  ();[Animals];lion
labussu;labussu;[Clothing];"a garment , clothing / clothes ;"
lâdu;"lâdu  (vb. ū ; )";to bend down;Variants : luādu
lādunu;lādunu;[Country → Plants];"1) rockrose / rock-rose (small shrub of scrub and dry woodlands) -Cistaceae family- ; 2) rose water ;"
laḫābu;"laḫābu  (vb. i/i ; )";G. to rumble, growl Štn. to make growl continuously;Variants : leḫēbu
laḫāmu;laḫāmu  ();"G. stat. : to be hairy ; šārta laḫim covered with hair";Variants : leḫēmu
laḫangiddû;"laḫangiddû  ( ; Sumerian origin )";[Feeding → Drink];"a slender flask , a bottle / a tapered bottle (?) ;"
laḫannu;"laḫannu  [DUG.LA.ḪA.AN : ]  ( ; Sumerian origin)";[Feeding → Drink];a flask , a bottle
laḫāšu;laḫāšu  ();[Human → Speech];"Gt. to pray in a whisper D. to whisper, to murmur Dt. to whisper to oneself ;"
laḫḫinu , laḫḫinutu;laḫḫinu , laḫḫinutu;[Religion];temple steward , temple stewardess
laḫḫinu °;laḫḫinu °;[Professions];temple steward
laḫḫinutu;"laḫḫinutu  (n. f. ; )";[Professions];temple stewardess
laḫiānum;laḫiānum  ();[Feeding → Drink];"= laḫannu ? : a bottle (?) / a flask (?) / a flagon (?) / a jug (?) / a jar (?) ;"
laḫiyānātu;laḫiyānātu  ();[Feeding → Drink];"a vessel : a kind of shell ;"
laḫru;"laḫru  [UDU.U8 : ]  (n. ; )";[Animals];ewe
lāʾiu;lāʾiu  ();;→ lēʾû
lakû;lakû;[Human → Family];"a new-born , a baby ;"
lalgar;lalgar;[Science → Natural sciences];"an abyss ;"
laliu;laliu;[Animals];"young goat ;"
lallāru *;lallāru *;[Feeding → Cooking];white honey
lallāru;lallāru;[Animals → Insects];"white honey ;"
lalû;lalû  [LA : ]  ();[Measures];"1) plenty , exuberance , wealth , affluence , plethora , luxury , luxuriance / lush vegetation ; 2) charms / sexual attractivenessespecially for a woman or goddess, rarely for a man ; lalû malû : to be attractive / charming / sexually appealing , to possess charms ; lalû šebû : to be satisfied / sated by the charms of a woman, a palce, life ... ; 3) man : the prime of life ; 4) : feminine plural : a woman's personal name ; 5) desire for something or to do something, longing for a god ... / aspiration / fancy / liking ;"
lāma;lāma;before;
lamādu (2);lamādu (2);[Moral life → Intelligence];"1) G : to apprehend , to find out , to learn , to fathom , to know , to know sexually ; 2) Gtn : : to familiarize oneself , to study , to take cognizance of ; 3) D : to instruct , to teach , to explain , to make clear , to clrify , to enlighten (?) ; 4) Š : to inform , to brief , to report , to keep in the loop ;"
"lamādu (D) ; lamādu (Š)";"lamādu (D) ; lamādu (Š)";teach;
lamādu;"lamādu  [ZU : ]  (vb. a/a ; imp. limad)";G. to learn Gt. to learn completely D. to teach, inform Š. to have s.o. learn sth.;Cf. lamādu (2), lummudu
lamaḫuššu;lamaḫuššu;[Clothing];"( a kind of robe / garment / dress / garb) ;"
lamāmu (1);lamāmu (1)  ();[Feeding];"to chew , to masticate ;"
lamāmu (2);lamāmu (2)  ();[Industry];"to test (?) / to try (?) , : glass manufacture : to test (?) ;"
lāman;lāman  ();[Time];"not yet ;"
lamānu;lamānu  ();;→ lemēnu
lamaqartu;lamaqartu;[Transport];"a container of standard capacity , : for fish ;"
lamassatu;lamassatu  [LAMMA : ];[Religion → Myths];"1) : a tutelary goddess ; 2) an image of a tutelary goddess ; lamassatu Ištar : a figurine of Ishtar ; lamassatu īni : the pupil of an eye ; 3) : often used in feminine personal names as source of good fortune ;"
lamassu;"lamassu  [LAMMA : ]  (feminine word ;)";[Religion → Myths];"1) an angel , a protective spirita tutelary deity (source of good fortune / luck) ; lamassu rašû : to have a personal god / to be lucky / to have good fortune ; aban lamassi : an amulet / talisman of (precious) stone / a precious stone ; amēl lamassi / : awīl lamassu : a lucky man ; maṣṣar šulmi u balāṭi : a guardian angel ; 2) (found in personal names) lamassu rašû : to have a personal god / good fortune / be lucky ; Mardukma lamassaka : Marduk is your personal god ; lamassu māti : divinité tutélaire du pays ; 3) (in Neo-Assyrian palaces) : a type of sphynx / [MUNUS.LAMMA : ] ; 4) : also = lamaštu ;"
lamaštu;lamaštu  [DÌM.ME : ]  ( : also lamassu);[Religion → Myths];"a demoness attacking especially new-born and sucklings ; aban lamaštu / šam(mi) lamaštu : kinds of stone / plant ;"
lamdu;lamdu  ();[Education];"experienced ; feminine : lā lamittu : virgin , inexperienced ;"
lammu;lammu;[Country → Trees];"an almond tree ;"
lammudu;lammudu;[Education];
lammumu;lammumu;"pitiful ;";See also : lā bābil pāni
lammunu;lammunu;very bad;Cf. bi' šu°, lamnu, samku, masāku (Š)
lamniš;lamniš  ();"unfortunately , regrettably , sadly (?) ;";Cf. lamnu, lumnānû, lemnu, lemēnu
lamnu;lamnu  ();[Moral life → Fault];"1) see lemnu ; 2) worst ;"
lāmû;"lāmû  (lēmû ; : lābiu)";[Country];"1) (Nuzi) : (witness) walking round some land ; 2) surrounding / girdling (?) / girding (?) / wrapping with something ;"
lamutānu °;lamutānu °;[Professions];temple servant
lamuttu;lamuttu  ();[Moral life → Fault];
lānu , mišiḫtu *;lānu , mišiḫtu *;[Measures];size
lānu;lānu  [ALAN : ];[Human → Body];: outward form , stature , human silhouette , body outline, height, size, measurement (person, deity, tree, ark ...)
lap epinni;lap epinni;[Animals → Domestic];"a draught-ox ;"
lapat armanni;lapat armanni;[Country → Plants];"a pomegranate-like turnip ;"
lapātu (2);lapātu (2);"G : to touch , to strike / to hit , to affect , to afflict , to infect , to influence ; D : to play a musical stringed instrument , to pluck strings (?) / to strum (?) ; Š : to ruin , to destroy , to defeat , to defile , to desacrate ;";Cf. lapātu, lāpitu
lapātu (Š);lapātu (Š);[Army → War];to ruin , to destroy , to defeat
lapātu;lapātu  [TAG : ]  (vb. a/u);"G. to touch ; to attack, strike ; to inscribe ; to apply sth on sth, anoint, smear Gt. to write down ; to smear D. to touch roughly ; to delay ; to write ; to sprinkle Š. to ruin, destroy, plunder ; to pound up";Cf. lapātu (2), lāpitu
lāpitu;lāpitu;"touching , hitting , affecting , impacting , infecting (?) ;";Cf. lapātu (2), lapātu
laplaptu;laplaptu;[Human being];parching thirst
laptu;laptu;ominous;See also : giskimmu, ittu, ṭupšarru, šumma izbu *, šumma âlu *, qību
laptu;laptu;[Country → Plants];"a turnip ;"
laputtû;"laputtû  [NU.BÀN.DA : ]  (Sumerian origin ;)";[Army → Military];": 1) a lieutenant , a major / overseer / mayor (?) ; 2) (an epithet of deities or rulers) ;"
laqalaqa;laqalaqa;[Animals → Birds];
laqātu;laqātu;[Country → Agriculture];"to glean ;"
laqāʾu;laqāʾu  ();;→ leqû
lāqiu;lāqiu;buyer;See also : laqû, miāru, qanû B, ša ' āmu, šiāmu, tadānu
laqlaqqu;"laqlaqqu  [RAG.RAG.MUŠEN : ]  ( ; [A.RAG.MUŠEN : ])";[Animals → Birds];"1) a stork ; 2) vulva ;"
laqû, miāru, māru, qanû;laqû, miāru, māru, qanû;to buy, purchase;See also : lāqiu, tadānu, šâmu, tādinu
laqû;laqû;;→ leqû
Larsa;Larsa  [LARSA.KI : ];[Humanities → Geography];Larsa
lasāmu , rapādu , šanû C *;lasāmu , rapādu , šanû C *;to run;
lasāmu;lasāmu  [KAŠ4 : ]  (vb. u/u);"1) to run , to race , to gallop ; 2) to serve ;";Cf. lisnu, lāsimu, lasmu
lāsimu;lāsimu  (n.);[Professions];"swift ; runner, courrier [KAŠ4 : ]"
lasmu , munnarbu *;lasmu , munnarbu *;running;See also : bēl birki, lāsimu
lasmu;lasmu;[Transport];"cursory , fast , fleet , hurried , rapid , hasty , speedy , nimble , skittish , swift , rash * ;"
lassamu , lassumu;lassamu , lassumu;[Transport → Surface];: (feet) speedy , nimble
laššu;laššu;"1) certainly not ; 2) aren't ;";Cf. lā ... šina
laššu;laššu;[Human → Body];"1) (is) missing ; 2) see also kabbulu : invalid , incapacitated (?) , out of action (?) , hors de combat (?) / out of combat (?) ;"
lâšu;"lâšu  [SILA11 : ]  (vb. ū ; )";[Feeding → Cooking];to knead
latāku;latāku;"to test , to experiment ;";Cf. litku
lâṭu *;lâṭu *;[Army];to confine , to keep in check , to curb , to control , to encircle , to enclose (D - G)
lawītu;lawītu  ();[Army → War];"an encirclement , a siege , a blockade (?) ; āl lawītika : the city you are besieging ;"
lawû (1);"lawû (1)  (lamû ; )";[Army → War];"1) : (land) besieged ; 2) : fenced / enclosed (threshing floor) ;"
