Word;FR title;EN title;FR Indication;EN Indication;FR Definition;EN Definition
nadbāk mê;nadbāk mê;nadbāk mê;[Lettres → Géographie → Rivières];[Humanities → Geography → Rivers];"une cascade , une cataracte / chute d'eau ;";"a waterfall , a cataract ;"
nadbāktu , nadbāku;nadbāktu , nadbāku;nadbāktu , nadbāku;[Lettres → Géographie → Rivières];[Humanities → Geography → Rivers];"un ravin , une gorge (de fleuve) , un canyon , une cascade ;";"a ravine , a gully , a river's gorge , a canyon , a waterfall ;"
nadbaktu;"nadbaktu   (natbāku , nad(a)baktu ; )";"nadbaktu   (natbāku , nad(a)baktu ; )";[Lettres → Géographie → Rivières];[Humanities → Geography → Rivers];"1)une écluse ; 2) : (partie d'un système d'irrigation) ; 3) une cascade , un ravin , une gorge de montagne ; 4) (culte) : versement -en l'honneur d'un dieu- / une libation ;";"1) a sluice ; 2) : (part of an irrigation system) ; 3) a waterfall , a ravine , a mountain gully ; 4) (worship) : pouring -in honour of a deity- / une libation ;"
nadbāku;nadbāku;nadbāku;[Commerce];[Trade];"la dépense , les frais , le coût / les coûts , le débours ;";"expenditure , spending , outlay / outgoings / outgo , disbursement ;"
nādināmu;nādināmu;nādināmu;[Commerce];[Trade];"1) : un vendeur ; 2) : un livreur , un fournisseur , un ravitailleur (?) ;";"1) : a seller ; 2) : a deliverer / a delivery-man , a supplier ;"
nādinatu;nādinatu  ();nādinatu  ();[Humain];[Human being];"vendeuse / une femme qui a vendu ;";"a woman who has sold / selling ;"
nadintu;nadintu  ();nadintu  ();[Commerce];[Trade];"un cadeau , un présent ;";"a gift ;"
nadīnu;nadīnu  ();nadīnu  ();[Commerce];[Trade];"un avantage supplémentaire (?) / un plus (?) , un cadeau supplémentaire (?) ;";"an extra gift , an additional gift ;"
nādinu;nādinu;nādinu;"un donneur ;";"a giver , a donor ;";Cf. nadānu;Cf. nadānu
nādinum;nādinum  ();nādinum  ();[Humain];[Human being];"1) un donneur ; 2) un vendeur ;";"1) a giver , a donor ; 2) a seller ;"
nādittu;nādittu  ();nādittu  ();[Commerce];[Trade];"une vendeuse ;";"a female seller ;"
nadītu;nadītu  [LUKUR : ]  (n. fem.);nadītu  [LUKUR : ]  (n. fem.);[Religion];[Religion];"femme sans enfant ; prêtresse chaste";"childless woman ; celibate priestess"
nādītu;nādītu;nādītu;[Humain → Mort];[Human → Death];femme faisant une fausse couche;miscarrying woman , woman having a miscarriage
nadnu;"nadnu  ( ; dans les noms propres)";"nadnu  ( ; in personal names)";"donné ;";"given ;";Cf. nadnu, nadānu (1), nādināmu, nādinatu, nadintu, nadīnu, nadīnum, nādittu, nadānu (2);Cf. nadnu, nadānu (1), nādināmu, nādinatu, nadintu, nadīnu, nadīnum, nādittu, nadānu (2)
nadru;nadru;nadru;en rage , enragé , furieux , sauvage , agressif , violent;raging , furious , wild , aggressive;Voir aussi : kadru *, nanduru *, šakṣu *, šamru, ekdu *, nadru;See also : kadru *, nanduru *, šakṣu *, šamru, ekdu *, nadru
nadû (3);nadû (3);nadû (3);"1) jeter à terre , étaler , mettre par terre ; 2) G : [ŠUB : ] : jeter / lancer quelqu'un, quelque chose, un sort, un filet ..., avec ana ou l'accusatif dans le feu, l'eau, en prison ... ; 3) huile bouillante : bouillonner , faire des bulles / être en ébullition ; 4) émettre des sons, des bruits ... / réciter des incantations , expectorer / tousser , vomir , suer ; 5) lâcher une proie , peau, vêtements ... : perdre / se desquamer , s'enlever / se dévêtir , parties du corps : laisser tomber / laisser baller / laisser ballant , oiseau : laisser tomber ses ailes ; aḫa(m) nadû : être oisif , ne rien faire , chômer / être au chômage , être inactif , glander ; 6) faire tomber en frappant , renverser , casser des dents , repousser / vaincre un ennemi ; 7) reprocher quelque chose à quelqu'un ; = eli , accuser quelqu'un de ... ; 8) rejeter / ne pas accepter , déserter / quitter , des ordres : désobéir / ne pas tenir compte de / ignorer , négliger un champ , abandonner une maison, un nid , arrêter / laisser tomber / abandonner de faire quelque chose ;";"1) to throw down , to lay down ; 2) G : [ŠUB : ] : to throw someone, something, a net ..., with ana or accusative into fire, water, prison ... , to cast lots ; 3) hot oil : to bubble , to be bubbling ; 4) to emit / to utter sounds, noise ... / to recite incantations , to expectorate / to cough , to throw up / to vomit , to sweat ; 5) to drop / to let go a prey , skin, clothings ... : to shed , to take off / to undress , parts of body : to let drop , bird : to let hang wings ; aḫa(m) nadû : to be idle , to goof off (?) ; 6) to knock over , to upset , to knock out teeths , to repel army, enemy ; 7) to reproach someone for (= eli) something , to accuse / to blame someone for ... ; 8) to reject / to turn down / not to accept , to desert / to leave , orders : to disobey / to ignore / to turn a deaf ear to , to neglect a field , to abandon a house, a nest , to stop / to quit / to give up doing something ;";;
nadû * , ṣalû *;nadû * , ṣalû *;nadû * , ṣalû *;[Humain → Hygiène];[Human → Hygiene];avorter;to abort
naʾdu, taklu;naʾdu, taklu;naʾdu, taklu;de confiance, sur qui on peut compter;trustworthy;;
nadû;nadû  [ŠUB : ]  (vb. i/i);nadû  [ŠUB : ]  (vb. i/i);"1) abandonner , déserter un lieu ; 2) jeter, lancer/ balancer ;";"1) to abandon , to desert a place ; 2 to throw , to cast away ;";Cf. nidûtu;Cf. nidûtu
nadû*;nadû*  [ŠUB : ]  (vb. i/i);nadû*  [ŠUB : ]  (vb. i/i);infliger;to inflict;;
naʾdu;naʾdu  [NÍ.TUKU : ]  (adj.);naʾdu  [NÍ.TUKU : ]  (adj.);attentif, respectueux;attentive, reverent;Cf. naʾādu;Cf. naʾādu
nādu;nādu  [A.EDIN.LAL : ]  (= nayyādu [KUŠ.ÚMMU : ]);nādu  [A.EDIN.LAL : ]  (= nayyādu [KUŠ.ÚMMU : ]);"1) : outre , peau servant à transporter de l'eau ; 2) : sachet en cuir , poche en cuir : [KUŠ.EDIN.NA : ] ;";"1) : waterskin ; 2) : leather pouch : [KUŠ.EDIN.NA : ] ;";Voir aussi : maškuru;See also : maškuru
nâdu;"nâdu  [I : , NÍ.TUKU : ]  (vb. ā ; syn. : dalālu, šitmuru)";"nâdu  [I : , NÍ.TUKU : ]  (vb. ā ; syn. : dalālu, šitmuru)";"élever, honorer, louer, célébrer ;";"praise, hail ;";Cf. na ' du, na ' diš, na ' ādu;Cf. na ' du, na ' diš, na ' ādu
nadunnû;nadunnû;nadunnû;"la dot (de mariage) ;";"dowry ;";;
nag(ga)lapu;nag(ga)lapu  [GÍR : ];nag(ga)lapu  [GÍR : ];[Humain → Hygiène];[Human → Hygiene];"1) un rasoir , une lame à raser ; 2) la hanche / le flanc (d'un animal) : [UZU.MAŠ.SILA3 : ] , : [ŠU.I : ] ; 3) astronomie : (partie de la lune) ;";"1) a razor , a shaving blade ; 2) the hip / the flanks (of an animal) : [UZU.MAŠ.SILA3 : ] , : [ŠU.I : ] ; 3) astronomy : (part of the moon) ;"
nagabbiš;nagabbiš;nagabbiš;[Lettres → Géographie → Rivières];[Humanities → Geography → Rivers];"dans les profondeurs de l'eau , dans les abîmes , au fond de l'eau , à l'eau , dans les eaux souterraines (?) ;";"into the depths of the water , into the water abyss , at the bottom of the (underground ?) water ;"
nagābu;nagābu;nagābu;[Campagne → Agriculture];[Country → Agriculture];": entreposer (?) , emmagasiner (?) / stocker (?) , mettre en silo (?) ;";": to store up (?) ;"
nagāgu;nagāgu;nagāgu;[Animaux];[Animals];"braire , mugir , hennir , beugler (taureau ...), bramer (cri de cervidés) , rugir (?) ;";"to bray , to bellow , to baw , to neigh , to whinny ;"
nagālu;nagālu;nagālu;[Humain → Sens];[Human → Senses];"1) (étoile, animal) : luire , reluire , briller (surface lisse ou humide) ; 2) (transfert du foie ou du coeur) : brûler ;";"1) (star, animal) : to glisten , to glow , to be aglow ; 2) (transfer of heart, liver) : to burn ;"
nagargallu;nagargallu;nagargallu;[Métiers];[Professions];": se dit d'un dieu : un chef charpentier , un chef menuisier ;";": of a god : a master joiner ;"
nagarruru;nagarruru  (šugarruru);nagarruru  (šugarruru);"1) : (faire / laisser) rouler , se vautrer , se mettre à plat-ventre , se traîner par terre ; 2) : sceller une tablette , apposer (en faisant rouler) un sceau sur une tablette ; 3) mettre en travers du corps (?) ; 4) laisser (des animaux) se vautrer / rouler par terre ; Š : sceller avec un sceau cylindrique (que l'on fait rouler) ;";"1) : to roll (about) , to grovel , to wallow ; 2) : to seal a tablet , to roll out a cylinder-seal on a tablet 3) to stick across body (?) ; 4) to allow / let (animals) to roll on the ground / wallow ; Š : to seal with a cylinder-seal (that is rolled) ;";Cf. qarāru;Cf. qarāru
nagāru (1);nagāru (1);nagāru (1);[Métiers];[Professions];;
nagārūtu;nagārūtu  ();nagārūtu  ();[Métiers];[Professions];"la menuiserie / l'art du menuisier , la charpente / l'art du charpentier ;";"carpentry , furniture-making , the craft of a joiner ;"
nagāšu;nagāšu  ();nagāšu  ();[Transport];[Transport];"1) hommes, animaux : aller vers / aller à ; 2) Gtn : [DAG.DAG : ] : errer , se balader , aller par-ci par-là ; 3) D : femme : (?) ; 4) Dtn : traîner / errer , vagabonder , flâner , se promener ;";"1) men, animals : to go to / to go towards ; 2) Gtn : [DAG.DAG : ] : to wander , to travel about ; 3) D : woman : (?) ; 4) Dtn : to roam around ;"
nagbu (1);"nagbu (1)  [IDIM : ]  ( ; = nagabbu )";"nagbu (1)  [IDIM : ]  ( ; = nagabbu )";[Lettres → Géographie → Rivières];[Humanities → Geography → Rivers];"1) eaux souterraines , une fontaine (?) ; 2) nappe phréatique ; 3) source de fleuve , une fontaine (?) ; 4) : le tout , la totalité (de la sagesse, du culte, des gens) ;";"1) underground water , a fountain (?) ; 2) water table ; 3) headwaters of a river , a fountain-head ; 4) : the whole , the entirety (of wisdom, cult, people) ;"
nagbu (2);nagbu (2);nagbu (2);[Campagne → Agriculture];[Country → Agriculture];": (grain) : entreposé , stocké , mis en silo ;";": (grain) : stored ;"
nagbu B;nagbu B;nagbu B;la totalité , le tout , la partie entière;totality , all , entirety;Voir aussi : ammār, gabbu, gimru, gimirtu, kalāma, kalu, kullatu *, nagbu B, napḫaru *;See also : ammār, gabbu, gimru, gimirtu, kalāma, kalu, kullatu *, nagbu B, napḫaru *
nagbu;nagbu;nagbu;"1) un puits ; 2) bien, bon ;";"1) a well ; 2) well, good ;";Voir aussi : būru (1), ēnu, gubbu, būrtu (1), tultu, īnu, nagbu;See also : būru (1), ēnu, gubbu, būrtu (1), tultu, īnu, nagbu
naggār magarri;naggār magarri;naggār magarri;[Métiers];[Professions];"un charron ;";"a cartwright , a wainwright ;"
naggār mugirri;naggār mugirri;naggār mugirri;[Métiers];[Professions];;
naggār pāši;naggār pāši;naggār pāši;[Métiers];[Professions];"un fabriquant de haches ;";"an axe-maker ;"
naggāru;naggāru  [LÚ.NAGAR : ]  (origine sumérienne);naggāru  [LÚ.NAGAR : ]  (Sumerian origin);[Métiers];[Professions];"1) un charpentier , un menuisier , un fabricant de meubles portes / bateaux ; : nagāru pāši : un ouvrier à l'herminette ; : nagāru mugirri : un charron , un fabriquant de roues , un fabriquant de charrettes; 2) nom de famille ; 3) un scieur + ;";"1) a carpenter , a joiner , a maker of furniture / doors / boats ; : nagāru pāši : an adze-worker ; : nagāru mugirri : a wheelwright , a cartwright / a wainwright; 2) a family name ; 3) a sawyer + ;"
naggigu;naggigu  ();naggigu  ();[Animaux → Domestiques];[Animals → Domestic];"âne, cheval, homme... : qui braie , qui hennit / hennissant , qui mugit , brayant , mugissant ;";"donkey, man : that brays / braying ;"
nagiāni;nagiāni  ();nagiāni  ();[Lettres → Géographie];[Humanities → Geography];"pluriel de nagiu : des régions , des îles (?) / un archipel (?) ;";"plural of nagiu : regions , islands (?) / an archipelago (?) ;"
nāgir ekalli;nāgir ekalli;nāgir ekalli;[Gouvernement];[Government];héraut de palais;palace herald
nāgirtu;nāgirtu  ();nāgirtu  ();[Religion];[Religion];"féminin de nāgiru ; une déesse : une messagère , une annonciatrice ;";"feminine of nāgiru ; a goddess : a female herald / a female harbinger ;"
nāgiru;nāgiru;nāgiru;[Métiers];[Professions];"un héraut , un annonceur šišit nāgiri : appel de héraut , proclamation , avis à la population ;";"a herald šišit nāgiri : herald call , proclamation ;"
nagītu;nagītu;nagītu;[Ville];[City];"un district , un quartier , un arrondissement ; bāb nagītu : nom de la porte ou d'un quartier d'Ourouk ;";"a district , a block of houses ; bāb nagītu : the name of a city gate or a quarter in Uruk ;"
naglabu gallābu;naglabu gallābu;naglabu gallābu;[Industrie];[Industry];rasoir du barbier;razor of the barber
naglabu;naglabu  [GÍR : , MAŠ.SILA3 : ];naglabu  [GÍR : , MAŠ.SILA3 : ];[Humain → Corps];[Human → Body];"1) épaule, omoplate ; 2) hanche ;";"1) shoulder, shoulder blade ; 2) hip ;"
naglubu;naglubu;naglubu;;;→ naglabu;→ naglabu
nagmuru;nagmuru  ();nagmuru  ();[Industrie];[Industry];"fini (?) , achevé (?) , complet (?) / complété (?) ;";"finished (?) , completed (?) ;"
nagû *;nagû *;nagû *;chanter joyeusement;to sing joyfully;Cf. zamāru B, ṣarāḫu;Cf. zamāru B, ṣarāḫu
nagû;"nagû  (st. constr. nagi ; )";"nagû  (st. constr. nagi ; )";[Lettres → Géographie];[Humanities → Geography];"1) une région , un district , une région côtière , un rivage ; 2) : une île (?) , un archipel (?) ; : pluriel : nagiāni ;";"1) region, district , a coastal area / a shore ; 2) : an island (?) , an archipelago (?) ; : plural : nagiāni ;"
naḫ(a)lu;naḫ(a)lu;naḫ(a)lu;[Lettres → Géographie → Rivières];[Humanities → Geography → Rivers];ru , ruisseau , rieu , rivière , wadi;brook , gorge , rivulet , stream , wadi
naḫāḫutu;naḫāḫutu;naḫāḫutu;[Science → Sciences naturelles];[Science → Natural sciences];cartilage;cartilage
naḫalaptu;naḫalaptu;naḫalaptu;[Habillement];[Clothing];;
naḫallu;naḫallu;naḫallu;[Lettres → Géographie → Rivières];[Humanities → Geography → Rivers];;
naḫalṣû;naḫalṣû;naḫalṣû;glisser (rapidement);to slip;Voir aussi : mušḫalṣiu *;See also : mušḫalṣiu *
naḫarbušu;"naḫarbušu  (vb. ; )";"naḫarbušu  (vb. ; )";[Nature];[Nature];N. geler (?) (intr.);N. to freeze (?) (intr.)
naḫarmumu;naḫarmumu  ();naḫarmumu  ();[Ville → Bâtiments];[City → Buildings];"1) s'effondrer , s'écrouler ; naḫarmumu šarbabu : l'impuissance sexuelle / l'absence d'érection ; 2) Š : démolir , faire s'écrouler / faire s'effondrer , abattre , faire tomber , raser (?) ;";"1) to break down , to collapse ; naḫarmumu šarbabu : sexual impotence / unability to achieve an erection ; 2) Š : to demolish , to break down / to cause to crumble , to cause to collapse , to raze (?) ;"
naḫarmuṭu;naḫarmuṭu;naḫarmuṭu;[Science → Sciences physiques];[Science → Physical sciences];"N : glace, cire / tablette, personne, rêve ... : se dissoudre , fondre / se fondre / se volatiliser , se désintégrer , se sublimer , s'évaporer (?) ; Š ; transitif : faire fondre , dissoudre , sens figuré : ennemi ... : faire volatiliser , détruire / réduire en miettes / battre à plates coutures / écraser / étriller ;";"N (intransitive) : ice, wax / tablet, person, dream ... : to dissolve , to melt , to disintegrate , to vanish into thin air (?) ; Š ; transitive : to melt , to cause to melt , to dissolve , figurative sense : enemy ... : to crush , to make a clean sweep of , to destroy / to break to smithereeens / to lick / to thrash ;"
naḫāru (2);naḫāru (2);naḫāru (2);aspirer bruyamment de l' air , renâcler (cheval ...);to snort;Voir aussi : nāḫiru, neḫru;See also : nāḫiru, neḫru
naḫāru;naḫāru;naḫāru;[Humain → Sommeil];[Human → Sleep];"1) ronfler ; 2) nom : un ronflement ; 3) renacler ;";"1) to snore ; 2) noun : snoring ; 3) to snort ;"
naḫāsu;naḫāsu  [LAL : ];naḫāsu  [LAL : ];[Armée];[Army];":neḫēsu : 1) reculer , fuir , reculer , s'éloigner , (se) retirer (troupes ...) , céder , rétrocéder , craindre d'effectuer / hésiter / reculer devant une tâche ... ; 2) [divination] (entrailles) : être enfoncées (?) , reculer 3) [armée] : (char) : avoir un problème (roulis vers l'arrière) 4) [fleuves] : (niveau des eaux , inondation , marée -?-) :se retirer , baisser , diminuer graduellement , s'atténuer : [architecture] : (mur) : céder , s'effondrer , s'affaisser : 1) déduire 2) retrocession d'argent au Trésor , rendre de l'argent , retourner de l'argent , rembourser (?) 3) se (re)tourner vers (quelqu'un, quelque chose ...) , (re)venir vers (quelqu'un, quelque chose ...) 4) abjurer (un serment) , se dédire d'une promesse 5) [astronomie] : (corps célestes) : rétrograder , reculer , aller vers l'arrière : arrêter (quelqu'un) , bloquer (quelqu'un) , interrompre (quelqu'un) Gt : : pâlir , blanchir (?) , étioler (?) , monder (?) D : [sentiments] : haut-le-coeur Š : : 1) renvoyer , rendre (quelqu'un ou quelque chose) 2) laisser fuir , laisser reculer , laisser s'éloigner , faire fuir (?)";":neḫēsu : 1) to recede , to withdraw (troops ...) , to yield , to return , to shrink fro / to recoil from ; 2) [divination] (entrails) : to be sunken (?) , to recede 3) [army] : (chariot) : to have a malfunction (backwards rolling) 4) [rivers] : (water level , flood , tide -?-) :to subside , to abate : [architecture] : (wall) : to cave in , to crumble down (?) : 1) to deduct 2) flow back of money into treasury , to give money back (?) , to refund (?) 3) to revert to (someone, something -?- ...) 4) to withdraw from (an oath) , to shrink from (a promise -?-) , to recant 5) [astronomy] : (celestial bodies) : to retrograde , to go backwards : to halt (someone) , to stop (someone) , to interrupt (someone) (?) Gt : : to pale , to whiten (?) , to blanch D : [feelings] : retch Š : : 1) to send back , to return (someone or something) 2) to let recede"
naḫāšu;naḫāšu;naḫāšu;[Campagne → Agriculture];[Country → Agriculture];"1) être (devenir) luxuriant / abondant / riche , prospérer , réussir , être en bonne santé , progresser , se développer , profiter ; 2) (nom propre) ; 3) -nom- : la santé , la prospérité , (Nuzi) le fait d'être agréable / sympathique à quelqu'un ; D : accorder la prospérité / la santé , faire prospérer / profiter , donner la santé , être bon pour la santé ; : (nom propre) ; N : : devenir (être) prospère (?) / heureux (?) , prospérer (?) / être riche (?) ;";"1) to be(come) luxuriant / abundant , to prosper , to thrive , to be in good health , to flourish ; 2) (personal name) ; 3) -noun- : health , prosperity , (Nuzi) to be pleasing to someone ; D : to grant prosperity / health , to cause to thrive , to be healthy/ good for the health ; : (personal name) ; N : : to be(come) prosperous (?) / happy (?) / be rich (?) ;"
naḫatimmatu;naḫatimmatu   ();naḫatimmatu   ();[Métiers];[Professions];"une cuisinière / préparatrice de repas ;";"a female cook ;"
naḫbû;naḫbû  ();naḫbû  ();[Nourriture → Boissons];[Feeding → Drink];"un récipient à boire , un verre (?) / un gobelet (?) / une coupe (?) , une carafe (?) ; : dans nom de famille : ša naḫbêšu : un vendeur de boissons , un cafetier (?) / un cabaretier (?) / un vendeur d'eau ambulant (?) ;";"a drinking vessel , a glass (?) / a cup (?) , a pitcher (?) / a jug (?) ; : in a family name : ša naḫbêšu : a drinks vendor / a drink seller , a tavern owner (?) / a street-seller of water (?) ;"
naḫbuṣu;naḫbuṣu;naḫbuṣu;[Humain → Hygiène];[Human → Hygiene];"flacon d'huile , vase à onguent / pommade ;";"oil flask , ointment vase ;"
nāḫiru , nā ' eru;nāḫiru , nā ' eru;nāḫiru , nā ' eru;[Animaux → Poissons];[Animals → Fishes];1) : souffleur d' air , dauphin 2) : sorte d' oiseau;1) : snorter , dolphin 2) : kind of bird
naḫīru;naḫīru  [KA.BÚN : ];naḫīru  [KA.BÚN : ];[Humain → Corps];[Human → Body];"1) voir aussi piliš appi : une narine ; 2) voir aussi appu : un nez ; ḫēḫēn / nurub appu : la partie molle du nez ; naḫir / piliš appu : une narine ; libbi appu : la cavité nasale ; dūr appu ; le mur du nez , la joue ; ḫaṣarti appu : le mucus nasal , la morve ; šār appu : la respiration ;";"1) see also piliš appi : a nostril ; 2) see also appu : a nose ; ḫēḫēn / nurub appu : the soft part of the nose ; naḫir / piliš appu : a nostril ; libbi appu : nasal cavity ; dūr appu ; the wall f the nose , the cheek ; ḫaṣarti appu : nasal mucus , snot , snivel ; šār appu : breath ;"
nāḫiru;nāḫiru;nāḫiru;[Animaux → Poissons];[Animals → Fishes];"1) un dauphin , une sirène ; 2) voir aussi sissû ša tānti : une baleine / un cétacé , un cachalot ;";"1) a dolphin , a siren ; 2) see also sissû ša tānti : a whale ;"
naḫlapti ūri (2);naḫlapti ūri (2);naḫlapti ūri (2);[Habillement];[Clothing];un pagne;a loincloth
naḫlaptu;naḫlaptu  [(TÚG).GÚ.E.(A) : , TÚG.DUL : , TÚG.DÙL : ]  (n. f.);naḫlaptu  [(TÚG).GÚ.E.(A) : , TÚG.DUL : , TÚG.DÙL : ]  (n. f.);[Habillement];[Clothing];"vêtement, cape, manteau , armure à écailles ; ēpiš naḫlapti couturier ; revêtement en briques ; naḫlapti pēmi un morceau de viande";"garment, cloak, coat, scale armor ; ēpiš naḫlapti tailor ; brick facing, cladding ; naḫlapti pēmi a cut of meat"
naḫlapu;naḫlapu;naḫlapu;[Habillement];[Clothing];;
naḫlu;naḫlu  ();naḫlu  ();[Lettres → Géographie → Rivières];[Humanities → Geography → Rivers];"1) un petit ruisseau , un ru , une rigole ; 2) une rivière / un cours d'eau ; 3) un oued / un wadi ; 4) une gorge ; 5) : nom propre personnel";"1) a rivulet , a small brook ; 2) a stream ; 3) a wadi ; 4) a gorge ; 5) : a personal name"
naḫnāḫutu;naḫnāḫutu;naḫnāḫutu;[Science → Sciences naturelles];[Science → Natural sciences];"le cartilage ;";"cartilage ;"
naḫnaptu;naḫnaptu;naḫnaptu;[Habillement];[Clothing];;
naḫpû;naḫpû  ();naḫpû  ();[Campagne → Agriculture];[Country → Agriculture];"outil : une houe (?) , une binette (?) ;";"a tool : a hoe (?) ;"
naḫru;naḫru  ();naḫru  ();[Humain → Corps];[Human → Body];"2) voir aussi kabbulu / laššu : invalide , estropié , mutilé ;";"see also kabbulu / laššu : invalid , handicapped (?) ;"
naḫsu * , pašqu * , šupšuqu *;naḫsu * , pašqu * , šupšuqu *;naḫsu * , pašqu * , šupšuqu *;étroit , restreint , pas large;narrow;Voir aussi : pīqu *, sīqu B °, qatānu * (D);See also : pīqu *, sīqu B °, qatānu * (D)
naḫšāti;naḫšāti  (mot pluriel);naḫšāti  (plural);[Humain → Maladie];[Human → Disease];hémorragie;hemorrhage
naḫtu;naḫtu;naḫtu;"1) -adjectif- : petit , léger , jeune (oiseau) ; 2) partie des viscères / intestin ; 3) (une sorte de vêtement) ;";"1) -adjective- : small , slight , young (bird) ; 2) (a part of the entrails / bowels , an intestine) ; 3) (a type of garment) ;";Cf. naḫātu;Cf. naḫātu
nāḫu;nāḫu;nāḫu;"graisse de porc , le saindoux ;";"pig fat , lard ;";Voir aussi : līpu;See also : līpu
naiabtu;naiabtu;naiabtu;[Science → Sciences naturelles];[Science → Natural sciences];"1) le cartilage ; 2) côte flottante ;";"1) cartilage ; 2) floating rib ;"
naiāktu;naiāktu;naiāktu;[Vie morale → Défauts];[Moral life → Fault];"une femme adultère , une femme qui aime les hommes , une nymphomane (?) ;";"an adulteress , a woman given to sexual intercourse , a nymphomaniac woman (?) ;"
naiāku;naiāku;naiāku;[Vie morale → Défauts];[Moral life → Fault];"un homme adultère , un fornicateur , un homme-à-femmes , un don Juan , un tombeur (à femmes) , un coureur de jupons ;";"an adulterer , a fornicator , a womanizer , a stud , a Don Juan , a philanderer ;"
naiākūtu;naiākūtu;naiākūtu;[Vie morale → Défauts];[Moral life → Fault];"la promiscuité sexuelle , la fornication , la débauche / la luxure / la licence sexuelle ;";"sexual promiscuity , fornication , wontonness , licentiousness ;"
naka;naka  ();naka  ();;;→ annaka;→ annaka
nakādu;nakādu  (vb. u/u);nakādu  (vb. u/u);"battre (coeur) ; être agité";"to beat (heart) ; to be disturbed";Comparaison avec d'autres langues sémitiques :;Comparison with other Semitic languages :
nakālu;nakālu;nakālu;[Religion → Magie];[Religion → Magic];"enchanter , ensorceler , envoûter , captiver , séduire , fasciner , hypnotiser (?) , enjôler (?) / tromper (?) ;";"to beguile , to charm , to enchant , to bewitch , to fascinate , to captivate , to mesmerize / to hold spellbound , to delude (?) ;"
nakāmu;nakāmu;nakāmu;[Commerce];[Trade];"amasser , accumuler , stocker , empiler , entasser des biens, des tributs ... ;";"to amass , to hoard , to accumulate , to pile , to stack / to store goods, tribute ... ;"
nakāpu * (D) , da ' āpu;nakāpu * (D) , da ' āpu;nakāpu * (D) , da ' āpu;cogner , frapper , abattre;to knock down;Voir aussi : da ' āpu (D);See also : da ' āpu (D)
nakāpu *, nakāsu (D);nakāpu *, nakāsu (D);nakāpu *, nakāsu (D);mutiler , estropier;to mutilate , to cripple;Voir aussi : kabbulu, ḫegīru +, pessû °, ḫazāmu;See also : kabbulu, ḫegīru +, pessû °, ḫazāmu
nakāru;"nakāru  [KÚR : ]  (vb. i/i ; stat. nakir, nakar)";"nakāru  [KÚR : ]  (vb. i/i ; stat. nakir, nakar)";"G. être étranger, ennemi ; se révolter contre qqn (+itti) Gt. devenir ennemis D. changer, altérer ; enlever ; transférer Š. causer l'inimitié";"G. to be foreign, enemy ; to revolt against s.o. (+itti) Gt. to become each other's enemy D. to change, alter ; to remove ; to transfer Š. to cause enmity";Cf. bēl nakāri;Cf. bēl nakāri
nakāsu;nakāsu  [KUD : ]  (vb. i/i);nakāsu  [KUD : ]  (vb. i/i);G. couper, abattre D = G;G. to cut, fell D = G;Cf. niksu, makkastu;Cf. niksu, makkastu
nakdu;nakdu;nakdu;[Vie morale];[Moral life];"critique , sérieux , pour de bon ;";"critical , earnest , serious ;"
nakiltu;nakiltu;nakiltu;[Vie morale → Intelligence];[Moral life → Intelligence];;
nakīru;nakīru  [KÚR : ];nakīru  [KÚR : ];[Lettres → Géographie → Pays];[Humanities → Geography → Countries];"(ville, personne, langue) : 1) étrange , étranger , d'un autre pays ; mār māt nakīri : un étranger , un métèque (?) ; 2) hostile , ennemi , adverse / adversaire ; : ša nakirti : ennemi ;";"(city, people, language) : 1) strange , foreigner , from another country ; mār māt nakīri : a foreigner ; 2) hostile , ennemy, foe ; : ša nakirti : ennemy ;"
nākisu;nākisu;nākisu;[Métiers];[Professions];"1) : un boucher , un équarrisseur (?) ; 2) : un bûcheron ;";"1) : a butcher , a quartering butcher (?) / a slaughterhouse worker (?) ; 2) : a woodcutter , a logger , a lumberjack , a lumberman , a tree feller , a lumberer ;"
nakkaptu;nakkaptu  [SAG.KI : ];nakkaptu  [SAG.KI : ];[Humain → Corps];[Human → Body];tempe;temple
nakkapu;nakkapu;nakkapu;"1) : une protubérance , une extrémité du pied ... , le bout / la pointe ; 2) : ou nakuppu : adjectif (après mesure) : de circonférence ; 3) : un outil de calfat / calfatage / calfeutrage (?) ;";"1) : a projecting part , a tip / an end of the foot... ; 2) : or nakuppu : adjective (after measurement) : in circumference ; 3) : a caulking tool (?) ;";Voir aussi : nakkapu, siḫirtu, kippatu;See also : nakkapu, siḫirtu, kippatu
nakkaru;nakkaru;nakkaru;;;→ nakīru;→ nakīru
nakliš;nakliš  ();nakliš  ();[Art];[Art];"artistiquement , habilement , avec sophistication , habilement / de main de maître ;";"artistically , skilfully , sophistically , cleverly / masterfully ;"
naklu;naklu  ();naklu  ();[Vie morale → Intelligence];[Moral life → Intelligence];"1) habile ; 2) sophistiqué , raffiné , subtil / compliqué / tout en nuances , fortement élaboré (?) / complexe (?) / perfectionné (?) ; 3) intelligent ; féminin : nakiltu : sophistiquée , subtile , compliquée , intelligente ;";"1) skilful ; 2) sophisticated , worldly , complex (?) / advanced (?) / modern (?) / state of the art (?) ; 3) clever ; feminine : nakiltu ;"
