Word;FR title;FR Indication;FR Definition
nīpu;nīpu  ();;→ nību
nīpu;nīpu;[Nourriture → Cuisine];"du bois sec / séché ;"
nipûtum;nipûtum;[Humain];"un esclave pour cause de dette , une personne prise en gage ; nipûtum wuššurum : rendre un nipûtum à la liberté , libérer un esclave pris en gage ;"
niqīqu;niqīqu;[Science → Sciences naturelles];"la copulation , les étreintes , l'amour charnel / le sexe , les relations sexuelles ;"
niqittu (2);niqittu (2);[Vie morale → Conscience];"les représailles , la revanche , la satisfaction ;"
niqittu;"niqittu  (n. f. ; )";[Vie morale → Sentiments];"crainte, anxiété, souci, préoccupation ; niqitta rašû être inquiet, être endommagé, devenir critique"
niqiu , surqinnu , taqribtu;niqiu , surqinnu , taqribtu;[Religion];offrande
niqiu , zību;niqiu , zību;[Religion];sacrifice
niqiu;niqiu;[Justice];"une victime ;"
nīqu (1);"nīqu (1)  [UDU.SISKUR : ]  (aussi [UDU.SÍSKUR : ] ; : [AMAR.AMAR.RE : ])";"1) une offrande, un sacrifice mouton, bœuf, commodités ; 2) une libation d'eau, de bière ; ša nīqu : un sacrificateur ;";
nīqu (2);nīqu (2);[Science → Sciences naturelles];"la copulation ;"
nirit;nirit  ();"parce que , car ; ina nirit : parce que, car";Variantes : nirite
nirite;nirite;;→ nirit
nīru (3);nīru (3)  ();[Religion];"une prière , le service dans un temple ;"
nīru;"nīru  (n. ; )";lumière;Cf. nawāru
nīru;nīru  [GIŠ.ŠUDUN : , GIŠ.ŠUDUN4 : , GIŠ.GIŠ : , AL.TI : , AL.TE : ]  (n.);[Campagne → Agriculture];"1) un joug pour animaux , une travée / poutre horizontale ; ša muḫḫi nīri : un fleuron de joug (une décoration de joug) ; 2) un joug politique / une domination / un règne / une autorité , un asservissement / la servitude ; 3) un linteau de porte ; 4) : (partie du foie, du poumon) ; 5) Astronomie : Arcturus (et une partie du Bouvier) / ""l'étoile-joug"" : [MUL.MU.BU.(KÉŠ.DA) : ]"
Nisaba;Nisaba  [DINGIR.(ŠE).NAGA : ];[Campagne → Plantes];grain
Nisaggu;Nisaggu;[Temps → Mois];
Nisakku;Nisakku;[Temps → Mois];
Nisangu;Nisangu;[Temps → Mois];
nisannītu;"nisannītu  (nom propre féminin ;)";[Humain];"née au mois de Nissan ;"
Nisannu;"Nisannu  [ITI.BARA2.(ZAG.GAR) : , ITI.BAR.(SAG.SAG) : ]  (n. ; )";[Temps → Mois];Nissan, premier mois (à peu près mars-avril)
Nisanu;Nisanu;[Temps → Mois];
nisḫātu;nisḫātu;[Gouvernement];: taxe sur marchandises importées
nisḫu (1);"nisḫu (1)   (nisa/iḫu ; pluriel féminin : : nisḫāni)";[Ville → Administration];"1) : extraction 2) l'action d'extraire , les évacuations , [ṣāb nisḫātim] : gens arrachés à leur travail , fugitifs , fuyards (?) ; 3) : (pour ouvriers) acompte , paiement en avance , [nisḫu ša -localité-] : tarif douanier pour -localité- / date de paiement (?) ; 4) [astronomie] : [ZI : ] : vitesse orbitale (?) ; 5) résultat de l'extraction (paille, chaume, terre, matière ...) ; 6) extrait (concentré) d'huile , morceau de viande de premier choix ; 7) : partie / section d'une série de tablettes ;"
nisḫu;nisḫu;portion , partie , morceau , extrait , copie , paiement , tarif , vitesse *;
nisiḫtu;nisiḫtu;[Armée];1) : désertion (de soldats) 2) : impôts dûs au temple , denier du culte (?)
nisiqtu;nisiqtu;[Vie morale → Qualités];"pierres : un choix , une sélection ; aban nisiqtu : une pierre de choix , une pierre précieuse ;"
nisku;"nisku  (n. ; )";[Armée → Guerre];"tir, coup ; nisik qanê tir de flèches"
nisqu;nisqu;[Vie morale → Qualités];"1) : choix , sélection , préférence , : (catégorie de personne / élite -?- , fine fleur -?-) ; 2) (animaux, textiles, pierres, arbres) la meilleure qualité , le premier choix , haut niveau (écriture / art scriptural) ;"
Nissaba;Nissaba;[Religion → Mythes];"la déesse du grain ;"
nissabu;nissabu;[Campagne → Plantes];
Nissannu;Nissannu;[Temps → Mois];
Nissanu;Nissanu;[Temps → Mois];
nissatiš;nissatiš  ();[Vie morale → Sentiments];"en lamentation / se lamentant , gémissant , en pleurs / pleurant / versant des larmes (?) / pleurnichant (?) , grinçant des dents (?) ;"
nissatu;nissatu  [SAG.PA.LAGAB : ]  ();[Humain → Parole];"une plainte , un gémissement , une lamentation , une jérémiade ; : ša nissatu : une personne endeuillée / un proche du défunt , un pleureur / une pleureuse ;"
nisūttum;nisūttum  ();;→ nišūtu
nisūtu;nisūtu;;→ nišūtu
niṣirtu;niṣirtu  [MUNUS.ÙRU : ];[Ville → Administration];"1) un trésor , un secret ; 2) un trésor , la richesse , l'opulence ; bīt niṣirtu : le Trésor , la Trésorerie , la salle du Trésor ; niṣirtu ēkalli : le Trésor du palais ; 3) : littéraire : d'une ville ... : la protection , l'abri ; 4) : (ašar) : un endroit caché , un endroit secret / tenu secret ; 5) savoir : surtout scribal : caché , tenu secret , confidentiel ; 6) astronomie : l'hypsoma d'une planète / astre ; 7) divination ? : niṣirtu ḫašê : partie de poumon ;"
nīš libbi;nīš libbi;[Vie morale → Sentiments];"le désir sexuel , la libido ;"
nīš qāti, sīpu, ṣullû, taspītu;nīš qāti, sīpu, ṣullû, taspītu;[Religion];prière
nīš rēši;nīš rēši;[Vie morale → Qualités];"l'honneur ;"
nīšē *;nīšē *;[Lettres → Géographie → Pays];"les gens / des gens / des habitants , une nation , un public ; nišē māti : les gens du pays , les habitants du pays ;"
nišē ēkalli;nišē ēkalli;[Gouvernement];"les courtisans , les gens du palais ;"
nišē;nišē  (mot pluriel);[Humain];"les gens , la population , les personnes , le public , le peuple ; lišān nišē : l'argot , le parler du peuple , la langue populaire ; ša pî nišē : langage, langue : parlé , familier , de tous les jours , conversationnel , vernaculaire , dialectal ;"
nišḫu (1);nišḫu (1);[Humain → Maladie];"la diarrhée;"
nišḫu;nišḫu;[Humain → Maladie];"la diarrhée ;"
nīšī māti;nīšī māti;[Lettres → Géographie → Pays];une nation , un peuple
niširtu;niširtu;"une déduction / un retrait , un enlèvement ;";
nišīt ēni *;nišīt ēni *;[Gouvernement];regard de faveur , choix , préférence
nišītu *;nišītu *  (mot féminin);[Gouvernement];élévation , augmentation , promotion , favorite , (femme) choisie , préférée
nišku *;nišku *;morsure;
nišku;"nišku  [KA.TAR : ]  ( : našku ;)";[Animaux];": 1) une morsure (chien, serpent, souris ..) ; 2) (sens peu clair) chaussure (?) ; 3) mort , douleur (?) (infligée par un objet) ; 4) : nišku pî : une bouchée , un morceau / un bout (d'aliment) ;"
nišru;nišru;[Art → Architecture];"un bloc de pierre (?) , une plaque en pierre (?) , une table en pierre (?) ;"
nīšu (1);nīšu (1);"le fait de soulever / élever , mettre en haut , l'élévation / une élévation , une montée ;";
nišū;nišū  [UN.MEŠ : ]  (n. fem. pl. coll.);[Humain];gens, peuple
nīšu;nīšu  [MU : ];"vie ; nīš ili serment";
nīšu;nīšu  [ÍL : , ZI.GA : , MU : ]  (n.);"lever, élévation ; nīš rēši honneur, reconnaissance ; nīš qāti prière ; nīš qāti našû, rašû prier ; nīš libbi désir, envie, libido";Cf. našû
nišūtu *;nišūtu *;[Humain → Famille];"1) la parenté , les parents , la famille , les proches ; 2) : le personnel (du palais, du temple) ;"
nišūtu;nišūtu;[Humain → Famille];"la parenté / les proches , la famille , les parents (cousins ...) ;"
nīšūtu;nīšūtu  [IM.RI.A : ]  ([UZU.SU : ]);[Humain → Famille];"1) les parents / famille apparentée , les proches parents ; 2) le personnel (du palais / temple) ;"
nitiru;nitiru;[Nature → Minéraux];natron , sodium
nītiš;nītiš;[Armée → Guerre];"comme un siège / encerclement , comme un étau (?) , comme dans une tenaille (?) , en tenaille (?) ;"
nitku (1);nitku (1)  ();[Nourriture → Boissons];"sang, vin ... : une goutte , une fuite (de liquide) , une fiente * ;"
nittamēlu;nittamēlu;"un cambrioleur ;";
nītu;nītu;[Armée];"1) un objet précieux ; 2) un encerclement , un siège (action d'assiéger) , un blocus (?) , un mouvement en tenaille (?) ; nītu lawû / lamû : tenir quelqu'un en son pouvoir , encercler (troupes) , assiéger / mettre le siège devant une ville ; étreindre dans ses mains , tenir entre ses mains , enserrer ; 3) une clôture , une enceinte ; 4) partie d'intestins ; 5) : le silence (?) ;"
niṭil ēnē;niṭil ēnē;[Humain → Sens];"la vue , l'acuité visuelle ;"
nīṭu;nīṭu;[Humain → Maladie];"selles mêlées de sang / sanglantes ;"
niziqtu;niziqtu;[Vie morale → Sentiments];"le chagrin , la douleur , les soucis , les problèmes , les embêtements , les ennuis ;"
nizirtu;nizirtu;[Religion → Magie];"une malédiction , une imprécation (?) ;"
nizmatu;nizmatu;"un désir , un objectif / un but ;";
nu ' ' u;nu ' ' u  ();"retourné ; lā nu ' ' u : irrésistible ;";Cf. nê ' u
nu ' āru;nu ' āru;[Art → Musique];
nuā ' um;nuā ' um;[Vie morale → Intelligence];
nuāḫu;nuāḫu;"1) G : être calme , être tranquille , être au calme , se reposer / souffler un peu , se relaxer ; 2) vent, tempête ... : tomber / se calmer ; 3) D ; craintes, doutes, personne ... : apaiser , dissiper , calmer / assagir , soulager ; libbu nuāḫu : réconforter / consoler , encourager ;";
nuartu;nuartu  [MUNUS.NAR : ];[Métiers];"musicienne , chanteuse , poétesse (?) ;"
nuāru;nuāru  [LÚ.NAR : ];[Métiers];"chanteur , musicien , poète (?) ;"
nuāšu;nuāšu;être affaibli;
nuballu;nuballu  ();[Animaux → Oiseaux];"1) l'aile d'un aigle ; 2) militaire : une avant-garde (?) ; 3) un piège , un traquenard (?) ;"
nubālum;nubālum  [GIŠ.GIGIR : ]  ();[Transport → Terrestre];"un véhicule / une voiture , un moyen de transport ;"
nubattu;nubattu  (n. fem.);[Temps];soir, soirée
nūbtu;nūbtu  [NIM.LÀL : ];[Animaux → Insectes];abeille
nubû;"nubû  (n. ; )";lamentation, plainte;Cf. nabû
nuggatu;nuggatu;[Vie morale → Sentiments];"la colère , la rage , la ire , la furie , le courroux ;"
nuguššu;nuguššu;"le remue-ménage / l'affairement , l'agitation , un débordement d'activité (?) , excitation , tapage , histoires / problèmes ;";Cf. nagāšu
nuḫ(a)timmu;"nuḫ(a)timmu  [LÚ.MUḪALDIM : ]  (= [MU : ] ; origine sumérienne)";[Métiers];"un cuisinier , un cuistot ; bīt nuḫtimmu : une cuisine ; : rab nuḫtimmu : nom de famille ; féminin : nuḫatimmatum : une cuisinière ;"
nuḫar;nuḫar  ();[Religion];"un temple élevé , une ziggourat ;"
nuḫatim akli (??);nuḫatim akli (??);[Métiers];boulanger , cuiseur de pain
nuḫatim akli;nuḫatim akli;[Métiers];boulanger (????)
nuḫatim bēt ili;nuḫatim bēt ili;[Métiers];cuisinier de temple
nuḫatimmatu;nuḫatimmatu;[Métiers];"une cuisinière / préparatrice de repas ;"
nuḫatimmatum;nuḫatimmatum  ();[Métiers];"une cuisinière ;"
nuḫatimmu;"nuḫatimmu  [LÚ.MUḪALDIM : ]  (=[MU : ] ; origine sumérienne)";[Métiers];"un cuisinier / un coq / un maître queux , un cuistot / marmiton , un boulanger / cuiseur ; rab nuḫatimmi : 1) un chef-cuisinier / chef de cuisine / cuisinier en chef ; 2) (nom de famille) ; ša-pān-nuḫatimmi : responsable des cuisiniers , intendant ;"
nuḫatimmu;nuḫatimmu  [LÚ.MUḪALDIM : ];[Métiers];"une cuisinière ;"
nuḫatimmūtu;nuḫatimmūtu  [LÚ.MUḪALDIM : ];[Nourriture → Cuisine];"la cuisine / art culinaire , la préparation des repas , le métier de cuisinier , le poste / l'emploi de cuisinier ;"
nuḫḫu;nuḫḫu  ();"eau(x) : calme / calmes , calmée / apaisée ;";Cf. nâḫu
nuḫḫuṭu * (D);nuḫḫuṭu * (D);[Humain → Hygiène];avoir le hocquet
nuḫšu;nuḫšu  [ḪÉ : , NUN : ];[Campagne → Agriculture];"1) abondance , prospérité , fertilité , productivité des champs , récolte / moisson abondante , richesse * / profusion * , fécondité (?) ; 2) (nom propre) ;"
nuk , nūku;nuk , nūku  (Parpola classifie ce mot comme un nom);nous;Cf. anēnu
nuk;nuk;ainsi , c' est ainsi , c' est pourquoi;
nukaribbu;nukaribbu  [(LÚ).NU.KIRI6 : ]  (n.);[Métiers];jardinier
nukaribbūtu;nukaribbūtu;[Campagne → Agriculture];"la culture des dattes , l'arboriculture des dattiers ;"
nukkulu *;nukkulu *;[Art];artistique , avec art , avec talent , talentueux , sophistiqué
nukkulu;nukkulu;"élaboré , artistiquement conçu / artistique , compliqué / recherché , raffiné / étudié / détaillé / perfectionné / précis ;";
nukkusu *;nukkusu *;déchiré , en pièces , en morceaux , découpé en morceaux;
nukkusu;nukkusu;"déchiré , lacéré , découpé en morceaux ;";
nukru;nukru;"une curiosité , un bibelot étrange / une étrangeté / une bizarrerie ;";
nukurtu;nukurtu;[Armée];hostilité , nennemitié , aggression , haine hériditaire *, vendetta *
nukuššu;nukuššu;[Ville → Hôtel];"un gond , une charnière ;"
nullāti;nullāti  (mot pluriel);choses innacceptables , méchanceté , discours idiot , imbécilité , idiotie;
nummur kabatti;nummur kabatti;[Vie morale → Sentiments];"la bonne humeur , l'humeur joyeuse ;"
nummur pāni *;nummur pāni *;[Vie morale → Sentiments];joie , expression de joie sur le visage , allégresse
nummuru;"nummuru  (adj. ; )";très brillant, éclatant;Cf. nawāru
numru;"numru  (n. ; )";"clarté ; numur libbi joie, gaieté";Cf. nawāru
numūru;"numūru  (n. ; )";"torche ;";Cf. nawāru
nūn kitturri *;nūn kitturri *;[Animaux];"un têtard ;"
Nūnē;Nūnē;[Ciel → Astronomie → Constellations → Zodiaque];"les Poissons ;"
nunṣabu;nunṣabu;;→ naṣṣubu
nūnu;nūnu  [KU6 : ]  (n.);[Animaux → Poissons];"un poisson ; nūn apsê : un poisson d'eau douce ;"
nupāru *;nupāru *;[Vie morale → Sentiments];coeur (état d'esprit) , attitude , caractère , inclinaison , envie
nūr sin * , nūr tīn *;nūr sin * , nūr tīn *;clair de lune , clarté de la lune;Cf. ṣēt tīn *
nūr sīn;nūr sīn;[Ciel];"le clair de lune , la clarté de la lune ;"
nūr šamši;nūr šamši;[Ciel → Astronomie → Etoiles];"le soleil , la lueur/ clarté du soleil ;"
nūr tīn;nūr tīn;;→ nūr sīn
nurmû;nurmû;[Campagne → Fruits];"grenade (fruit) ; aban nurmî : un pépin de grenade ;"
nurrubu;nurrubu  (Suse : [GI.GI : ]);[Humain → Maladie];"1) problèmes de peau : très mou / très molle , partie d' organes : qui ne tient pas / qui tombe / qui se nécrose (?) ; 2) : nom propre de personne ;"
nurruṭu;nurruṭu;"un frémissement , un tremblement , une palpitation , une vibration , un vacillement , l'action de frémir / frissonner / trembler / palpiter / vibrer / tressaillir / vaciller ;";Voir aussi : katāru (2), narāṭu, nirriṭu, samû
nūru;nūru  [ZALAG2 : , IZI.GAR : ]  (n.);[Humain → Sens];"1) lumière ; lumière du jour ; lampe ; bēt nūri : une lanterne ; mukīl nūri : un lampadaire ; nūru amāru : voir la lumière , être libre / libéré / remis en liberté ; nūru kullumu : libérer , remettre en liberté ; ina nūru : à l'aube ; šā(t) nūru / šannūri(m) / šannūru : une lampe / lanterne ; : šāt nūrātum : une lampe ; 2) la lueur / éclat brillant de roches ; 3) (un genre de chanson) ;"
nusāḫu;nusāḫu  (masculin pluriel);[Ville → Administration];": 1) extraction (impôt sur le grain) ; 2) (féminin pluriel) morceaux arrachés (?) ;"
nusḫu (2);nusḫu (2);[Campagne → Agriculture];: (catégorie de champ)
nussuḫu;nussuḫu;: (objet en bois) -?-;Cf. nasāḫu (1) D
nuṣrum;nuṣrum  ();[Armée → Guerre];"dans noms propres : la protection ;"
nuṣṣabu;nuṣṣabu;;→ naṣṣubu
nuwā ' um;nuwā ' um;[Lettres → Géographie → Pays];"1) pas intelligent , rustre , barbare / pas civilisé / sauvage / rustique ; 2) : un Anatolien , un autochtone / indigène d'Anatolie ; 3) : personne : stupide / idiot / bête ;"
nuwā ' uttum;nuwā ' uttum  ();[Ville → Administration];"un Anatolien , un barbare ; nuwā ' uttum epāšu : s'occuper des affaires des autochtones/ des indigènes , effectuer les affaires des gens du coin / habitants ;"
nuwwuru;"nuwwuru  (n. ; )";éclat (d'un dieu);Cf. nawāru
nuwwurum;nuwwurum;[Religion];": (nom divin) la brillance , l'éclat , la lumière , la splendeur ;"
pa ' û;pa ' û;[Religion → Mythes];"1) un oiseau de Tiāmat ; 2) un paon (?) ;"
pâ ēda šakānu;pâ ēda šakānu;[Armée → Militaire];"Š : unir , réunir ; kallalu (D seulement) : unir en mariage ;"
pāṭu;pāṭu  [ZAG : ];[Lettres → Géographie];"1) une frontière , une limite , les confins , une région ; : pāt erbettim : les quatre coins du monde / de l'univers terrestre ; pāṭu šamê u erṣetim : les frontières du ciel et de la terre ; 2) foie : un bord / un côté ;"
paʾāṣu;"paʾāṣu  (vb. a/a ; )";"G. écraser ; frapper D =G ; enlever, kidnapper";Comparaison avec d'autres langues sémitiques :
Pabilsag;Pabilsag  [PA.BIL.SAG : , PA.BÍL.SAG : ];[Ciel → Astronomie → Constellations → Zodiaque];Sagittaire
padakku;padakku;[Campagne → Agriculture];silo à grain , grenier
paddi ' u;paddi ' u;[Religion];1) : un rédempteur 2) : un malheureux (?)
padû;padû  (pedû);[Justice];"1) : épargner , libérer 2) G : (divinité) : absoudre , être miséricordieux , accorder sa miséricorde , pardonner ; D : racheter , sauver / épargner , acheter la rédemption / payer la rançon , échanger / rembourser une dette ;"
pâdu;pâdu;[Armée → Guerre];"faire prisonnier , capturer / prendre captif ;"
pagālu;pagālu  ();[Humain → Corps];"G : être fort ; D : personne, divinité, dattier ... : renforcer , rendre fort , revigorer (?) ;"
paglu;paglu  ();[Mesures];"animal, tronc, digue ... : fort , énorme , solide , imposant , gigantesque ;"
pagrā ' um;"pagrā ' um  ( ; pagrûm ;)";[Religion];"(sorte de sacrifice) ; nīq pagrā ' um : offrande (de sacrifice) ;"
pagru;"pagru  ( : paggar ; pagrānu ; : [AD6 : ] , šalamtu ; ; pluriel : pagrū ;)";[Humain → Corps];"1) le corps humain / la chair , soi-même / une personne ; 2) cadavre humain , carcasse d'animal ; 3)astronomie : pagru asakki : (nom d'une étoile) ;"
pagû (1);"pagû (1)  [UGU.DUL.BI : ]  ([UGU.DUL₆.BI] ; féminin : [pagūtu] / [pagītu])";[Animaux → Sauvages];: 1) singe (cadeau de tribut, art) , poil ou os de singe (médecine) 2) désignation pour un être humain 3) : (instrument de musique)
pagūmu;pagūmu;[Animaux → Domestiques];"1) : un licou , un licol ; 2 : une sangle de harnais en cuir (?) ;"
pagūtu;pagūtu  (pagītu);[Animaux → Sauvages];guenon , femelle de singe
paḫāru;paḫāru  [NIGIN : ]  (vb. u/u);[Armée];"G. se rassembler ; se rallier ; s'accumuler D. rassembler Dt. être rassemblé ; se rassembler Dtt = Dt DRt = Dt Š. rassembler"
paḫāru;paḫāru  [LÚ.BAḪAR2 : ];[Métiers];potier
pāḫātu;pāḫātu;[Gouvernement];
pāḫatūtu;pāḫatūtu  ();[Gouvernement];
paḫāʾu;paḫāʾu  ();;→ peḫû
paḫāzu+;paḫāzu+;[Vie morale → Défauts];"se vanter , être prétentieux ; D : agir sans retenue , se dévergonder , se conduire avec obscénité / lascivité / lubricité / libertinage / indécence / salacité / grivoiserie / débauche , se prostituer (?) ;"
paḫḫizu;paḫḫizu;[Vie morale → Défauts];"un fanfaron , un vantard , un hâbleur , un fier-à-bras , un matamore ;"
paḫû;paḫû  ();;→ peḫû
pāḫutu;pāḫutu  ();[Gouvernement];
paḫzu;paḫzu;[Vie morale → Défauts];"vantard , fanfaron , rodomont , prétentieux , vaniteux , orgueilleux , plein d'ostentation , obscène + , lubrique + , lascif + , libidineux + , licencieux + , ordurier + (?) ;"
paḫzūtu+;paḫzūtu+;[Vie morale → Défauts];"la débauche , l'intempérance , la lascivité , l'obscénité , le dévergondage , le libertinage , l'abandon (de toute retenue) , la prostitution (?) ;"
pakālu;pakālu;[Humain → Corps];
pakku;pakku;[Vie morale → Intelligence];"1) objet en métal ; 2) la raison , le bon sens , l'esprit / l'intelligence ;"
palaggu;palaggu;[Art → Musique];
palāḫu;"palāḫu  [MUD : ]  (vb. a/a ; imp. pilaḫ)";[Vie morale → Sentiments];"1) verbe : G. craindre, avoir peur ; révérer, être respectueux, vénérer / adorer / servir ; Gt. stat. : être terrifiant ; être révérencieux D. terrifier Dt. être terrifié, prendre peur Š. rendre qqn. effrayé, respectueux N. être, devenir effrayé, respectueux ; 2) nom : la vénération , l'adoration , la révérence , le respect (?) ; bēl palluḫi : un adorateur (?) / un fidèle (?) , un pénitent (?) ;"
palāku;"palāku  (vb. a/u ; )";"G. diviser, séparer, démarquer D = G ; ŠD. faire partager une allocation de viande N. être partagé";Comparaison avec d'autres langues sémitiques :
palaqqu;palaqqu  ();[Art → Musique];
palāqu;"palāqu  (vb. i/i, a/u ; )";[Armée];G. massacrer, écraser dans le sang, frapper à mort, abattre Gtn. massacrer sans cesse D. massacrer, abattre Dt. être abattu (animaux) N. être abattu (animaux)
palāsu;palāsu;[Humain → Sens];"apercevoir , avoir un aperçu , jeter un regard rapide ;"
palāšu;"palāšu  [BÙR : ]  (aussi : [GAM : ] ;)";[Industrie];"1) perforer , opérer une brèche (dans un mur / maison ...) , percer (la pierre, le nez...) , faire un trou (dans une porte ...) , cambrioler (une maison) / entrer par effraction , faire une incursion (en territoire ennemi) , creuser (puits ...) ; 2) partie extérieure du foie ; 3) : prendre de l'avance / poursuivre / continuer -travail- (?)"
palāʾu;palāʾu  ();[Temps];
palgu;palgu  [PA5 : ];[Campagne];"un fossé , un canal (d'irrigation) ; palgu kirî : fossé de plantation ; ṭīd palgu : boue du fossé / vase / limon ;"
palḫiš *;palḫiš *;[Vie morale → Sentiments];"craintivement , peureusement ;"
palḫu;palḫu;[Vie morale → Sentiments];1) craintif , peureux 2) effrayant , effroyable
pāliḫ ili;pāliḫ ili;"pieux ;";Voir aussi : muštēmiqu, na ' du, pāliḫ ili, mutnennû
pāliḫ šarri;pāliḫ šarri;[Justice];"respectueux de la loi , honnête / loyal (?) ;"
pālikum;pālikum  ();[Métiers];"ouvrier textile : un séparateur (?) / un séparateur (?) ;"
palīlu;palīlu  ();[Armée → Militaire];"seulement dans les noms de personnes ou de divinités : Pālil : un garde , un gardien , un vigile ;"
pālišu;pālišu;"1) : un foret / outil pour percer ; 2) mot féminin : une lance ; 3) : [NÍG.BÙR.BÙR : ] : nom d'une plante";
palka uzni;palka uzni;[Vie morale → Intelligence];"intelligent , sage / avisé / éclairé , pas né de la dernière pluie ;"
palkû *;palkû *;"large , vaste , varié ; sage , savant , accompli ;";Voir aussi : ritpāšu, rapšu
palkû;palkû  ();[Mesures → Surface];"1) désert, cour ... : vaste , grand , de grande dimension ; 2) yeux : grand ouverts ; 3) intelligence, sagesse, perception, savoir ... : grande , fine / profonde ; déesse : palkât uzni : douée de grande sagesse , sage / très avisée , à la sagesse profonde ; 4) personne : sage , accompli , complet ;"
pallaḫum;pallaḫum;[Vie morale → Qualités];"très respectueux , très révérencieux ;"
pallissu;pallissu  [MUNUS.NÍG.BÙR.BÙR : ];[Métiers];"perceuse de pierre ;"
pallišu;pallišu  [LÚ.NÍG.BÙR.BÙR : ];[Métiers];"1) : perceur / foreur de pierre, plombier , tunnelier , fouisseur / creuseur de terrier ; 2) : cambrioleur , voleur par effraction de domicile ;"
palluḫu;palluḫu  ();[Vie morale → Sentiments];"image gravée ... : redoutable (?) , effrayant (?) , effroyable (?) , imposant (?) , impressionnant (?) ;"
palšu;palšu  [BÙR : ];[Industrie];"percé (sceau-cylindre) , ayant subi une brèche (ville, muraille ...) ;"
paltigu;"paltigu  ( ; aussi paltingu)";[Transport → Terrestre];"une chaise de voyage ;"
paltingu;paltingu;[Transport → Terrestre];
palû;palû;;→ pelû
palû;palû  [BALA : ];[Temps];"1) période de règne , le règne roi, dynastie ; 2) année de règne ; 3) šubat palû / šubāl palû : le siège de la dynastie , la ville de la dynastie , la capitale ; 4) : bēl palû : le détenteur du poste , le régent / le responsable ; 5) : un bâton : un sceptre / un bâton symbole de règne ;"
pāmtu (2);pāmtu (2);;→ bāmtu (2)
pān šatti;pān šatti;[Temps];"le printemps ;"
pāna;pāna  (pān);": 1) auparavant , plus tôt , avant , antérieurement kī ša pāna : comme avant , comme auparavant ; pāna u arka : devant et derrière , en avançant et en reculant , vers l'avant et vers l'arrière ; eli ša pāna : plus qu'avant , plus qu'auparavant ; ina / ištu / ultu pāna : auparavant , depuis les temps anciens ; ūmī pāna : avnt , anciennement , autrefois , dans les temps anciens ; ālik pāna : celui qui marche devant , celui qui marche en tête , le chef , l'homme de tête ;";Cf. pānānûm, pāna, pānānu
pānānu;pānānu  ();"auparavant , avant / antérieurement , précédemment ; ištu pānānu / kīma pānānu / kīma pānānuma : depuis , comme (c'était) auparavant / avant , depuis lors (?) ;";Cf. pānānûm, pāna
pānānûm;pānānûm  ();"précédent , antérieur , d'avant ;";Cf. pānānûm, pāna, pānānu
pānāt;pānāt;"(en)vers, avant, devant, en face de, en présence de (temporelle et spatiale)
pānātuššu devant lui, avant lui ; pānāt nēpeše annūti avant ces cérémonies ; ina pānāt šarri en présence du roi, devant le roi ; ina pānātūʾa en ma présence ; pānāt PN en présence de PN ; ina pānātēšunu / ippānātuššunu devant eux , en leur présence ; ša ina pānātūni ce qui est devant, le reste ; ana pānātūni pour notre usage";Cf. pānātu
pānātu;pānātu  [IGI : ];"1) féminin pluriel : le devant ; 2) bâtiment,, verger .... : le côté avant , l'avant , la devanture , la façade ; 3) armée : l'avant-garde ; 4) la partie avant du cou ; 5) préposition : devant , en face de ; pānāssu : devant lui ; 5) temporellement parlant : ina pānāssu : avant quelqu'un / l'époque de quelqu'un ; (ina) pānāt : avant une action / le début d'une action ; pānātūa : avant moi , avant mon arrivée ;";Cf. pānu, pānāt
Pandānu;Pandānu  ();"nom de personne : qui a du coffre / de la poitrine , à forte poitrine ;";Cf. bāmtu (2)
pāni;pāni;"avant , auparavant , précédemment ;";Cf. pānu, pāniš
pāniš;pāniš;"1) : devant , en face ; 2) : en avance ;";Cf. pāni, pāniš, pānu
pānišam;pānišam  ();[Nombres];"d'abord , en premier lieu ;"
pānītu;pānītu  ();[Temps];"1) le temps d'avant , autrefois ; i(na) pānītim / : pānītam : auparavant / avant , précédemment ; kī pānītu : comme avant , comme auparavant / comme toujours ; Suse ; (pluriel) : ša pānâti u warkâti : d'autrefois et des temps ultérieurs , d'avant et d'après ; : eli ša pānâti : plus qu'avant ; : pānīt kunukkiya : mon précédent document ;"
pānīu;pānīu;âgé , ancien , sénior;
pāntu (2);pāntu (2);;→ bāmtu (2)
pānu (1);pānu (1);1) la face , le visage , le devant , la face avant , l'avant 2) la présence (de quelqu'un) [pānu X amāru] : rendre visite à X [pānu naṭālu / še ' û / dagālu] : assister / servir / obéir à quelqu'un 3) [pānu suḫḫuru] : détourner le visage (les yeux) , ne pas accorder sa faveur , rejeter une demande;Voir aussi : arkatu *, urkītu, kutallu, pāna
pānu;pānu  [GI.GUR : ];[Mesures → Surface];surface d'environ 1,08 hectare (= 60 qû)
